DomainValueId;Description
1893;Relativamente pedregoso
1894;Pedregoso
1895;Muito pedregoso
1896;Extremamente pedregoso
1897;Área de escombros
1898;(Sub)arredondado
1899;Blocos angulares
1900;Irregular angular
1901;Laminar, plana
1902;Preto-avermelhado
1903;Vermelho muito escuro-acinzentado
1904;Cinza-escuro avermelhado
1905;Vermelho-escuro-acinzentado
1906;Vermelho-escuro-acinzentado
1907;Vermelho-escuro-acinzentado
1908;Vermelho-escuro
1909;Bruno-avermelhado
1910;Bruno-avermelhado
1911;Vermelho-amarelado
1912;Vermelho-amarelado
1913;Cinza (claro)
1914;Cinza-rosado
1915;Bruno-avermelhado-claro
1916;Bruno-avermelhado-claro
1917;Amarelo avermelhado
1918;Amarelo avermelhado
1919;Cinza-claro
1920;Cinza-rosado
1921;Rosa
1922;Rosa
1923;Amarelo-avermelhado
1924;Amarelo-avermelhado
1925;Branco
1926;Branco rosado
1927;Rosa
1928;Rosa
1929;- em branco -
1930;- em branco -
1931;- em branco -
1932;- em branco -
1933;- em branco -
1934;- em branco -
1935;- em branco -
1936;- em branco -
1937;- em branco -
1938;- em branco -
1939;- em branco -
1940;- em branco -
1941;- em branco -
1942;- em branco -
1943;- em branco -
1944;- em branco -
1945;- em branco -
1946;- em branco -
1947;- em branco -
1948;- em branco -
1949;- em branco -
1950;- em branco -
1951;- em branco -
1952;- em branco -
1953;- em branco -
1954;- em branco -
1955;- ​​em branco -
1956;Preto
1957;Vermelho muito escuro-acinzentado
1958;Vermelho muito escuro-acinzentado
1959;Cinza muito escuro
1960;Vermelho-escuro-acinzentado
1961;Vermelho-escuro-acinzentado
1962;Vermelho-escuro
1963;Vermelho-escuro
1964;Cinza-escuro
1965;Vermelho-acinzentado
1966;Vermelho-acinzentado
1967;Vermelho
1968;Vermelho
1969;Cinza
1970;Vermelho-acinzentado
1971;Vermelho-acinzentado
1972;Vermelho
1973;Vermelho
1974;Cinza
1975;Vermelho-claro-acinzentado
1976;Vermelho-claro-acinzentado
1977;Vermelho-claro
1978;Vermelho-claro
1979;- em branco -
1980;- em branco -
1981;Preto-oliváceo
1982;- em branco -
1983;Oliva-acinzentado
1984;- em branco -
1985;Oliva-acinzentado
1986;- em branco -
1987;- em branco -
1988;Oliva-acinzentado
1989;- em branco -
1990;- em branco -
1991;- em branco -
1992;- em branco -
1993;Cinza-claro
1994;- em branco -
1995;- em branco -
1996;- em branco -
1997;- em branco -
1998;- em branco -
1999;Cinza-claro
2000;- em branco -
2001;- em branco -
2002;- em branco -
2003;Preto
2004;Bruno muito escuro
2005;Bruno muito escuro
2006;Cinza muito escuro
2007;Bruno-escuro
2008;Bruno-escuro
2009;Cinza-escuro
2010;Bruno (escuro)
2011;Bruno (escuro)
2012;Bruno-forte
2013;Cinza
2014;Bruno
2015;Bruno
2016;Bruno-forte
2017;Bruno-forte
2018;Cinza (claro)
2019;Cinza-rosado
2020;Bruno-claro
2021;Amarelo-avermelhado
2022;Amarelo-avermelhado
2023;Cinza-claro
2024;Cinza-rosado
2025;Rosa
2026;Amarelo-avermelhado
2027;Amarelo-avermelhado
2028;Branco
2029;Branco-rosado
2030;Rosa
2031;Amarelo-avermelhado
2032;Preto
2033;Preto
2034;Cinza muito escuro
2035;Cinza-escuro
2036;Cinza
2037;Cinza (claro)
2038;Cinza-claro
2039;Branco
2040;Muito fina (0,1-1 mm)
2041;Fina (1-2 mm)
2042;Fina (< 5 mm)
2043;Fina a média (< 15 mm)
2044;Média (5-15 mm)
2045;Média a grossa (> 5 mm)
2046;Grossa (> 15 mm)
2047;Heterogêneo
2071;Muito fina
2072;Muito fina e fina
2073;Fina
2074;Fina e média
2075;Média
2076;Média e grossa
2077;Grossa
2078;Grossa e muito grossa
2079;Muito grossa
2080;Sem estrutura
2081;Sem estrutura e fracamente coerente
2082;Sem estrutura e moderadamente coerente
2083;Sem estrutura e fortemente coerente
2084;Ausente
2085;Pouco (1-50 por decímetro quadrado)
2086;Pouco a comum (1-200 por decímetro quadrado)
2087;Comum (50-200 por decímetro quadrado)
2088;Comum a abundante (> 50 por decímetro quadrado)
2089;Abundante (> 200 por decímetro quadrado)
2090;Micro (< 0,1 mm)
2091;Médio (2-5 mm)
2092;Grande (5-10 mm)
2093;Muito grande (> 10 mm)
2094;Grande (5-10 mm) e muito grande (> 10 mm)
2095;Médio (2-5 mm) e grande (5-10 mm)
2096;Pequeno (1-2 mm) a grande (5-10 mm)
2097;Micro (< 0,1 mm) a muito grande (> 10 mm)
2098;Muito pequeno (0,1-1 mm) e pequeno (1-2 mm)
2099;Pequeno (1-2 mm) e médio (1-5 mm)
2100;Micro (< 0,1 mm) a pequeno (1-2 mm)
2101;Micro (< 0,1 mm) a grande (5-10 mm)
2102;Micro (< 0,1 mm) e muito pequeno (0,1-1 mm)
2103;Micro (< 0,1 mm) a médio (2-5 mm)
2104;Muito pequeno (0,1-1 mm) a médio (1-5 mm)
2105;Muito pequeno (0,1-1 mm) a grande (5-10 mm)
2106;Contínuo
2107;Vesicular
2108;Descontínuo
2109;Intersticial
2110;Tubular
2111;Ausente
2112;Poucas
2113;Comuns
2114;Muitas
2116;Muito fina (diâmetro < 1 mm)
2117;Muito fina (diâmetro < 1 mm) e fina (1-2 mm de diâmetro)
2118;Fina (1-2 mm de diâmetro)
2119;Fina (1-2 mm de diâmetro) e média (2-5 mm de diâmetro)
2120;Média (2-5 mm de diâmetro)
2121;Média (2-5 mm de diâmetro) e grossa (diâmetro > 5 mm)
2122;Grossa (diâmetro > 5 mm)
2123;"Todas: desde muito fina (diâmetro < 1 mm) a grossa (diâmetro > 5 mm)"
2124;Moderada
2125;Sem estrutura
2126;Forte
2127;Fraca
2128;Blocos angulares
2129;Em grumos
2130;Colunar
2131;Granular
2132;Maciça
2133;Grão simples
2134;Laminar
2135;Prismática
2136;Blocos sub-angulares
2137;Cuneiforme
2138;Rocha ígnea
2139;Rocha ígnea ácida
2140;Rocha ígnea ácida: granito
2141;Rocha ígnea ácida: quartzo-diorito/grano-diorito
2142;Rocha ígnea ácida: sienito
2143;Rocha ígnea ácida: riolito, dacito
2144;Rocha ígnea intermediária
2145;Rocha ígnea intermediária: andesito, traquito, fonólito
2146;Rocha ígnea intermediária: diorito, diorito-sienito
2147;Rocha ígnea básica
2148;Rocha ígnea básica: gabro
2149;Rocha ígnea básica: basalto
2150;Rocha ígnea básica: dolerito/diabásio
2151;Rocha ígnea ultrabásica
2152;Rocha ígnea ultrabásica: peridotito
2153;Rocha ígnea ultrabásica: piroxenito
2154;Rocha ígnea ultrabásica: ilmenita, magnetita, ironstone
2155;Rocha ígnea piroclástica
2156;Rocha ígnea piroclástica: tufo, tufito
2157;Rocha ígnea piroclástica: escória vulcânica/brecha
2158;Rocha ígnea piroclástica: cinza vulcânica
2159;Rocha ígnea piroclástica: ignimbrito
2160;Rocha metamórfica
2161;Rocha metamórfica ácida
2162;Rocha metamórfica ácida: quartzito
2163;Rocha metamórfica ácida: gnaisse, migmatito, granulito
2164;Rocha metamórfica ácida: ardósia, filito
2165;Rocha metamórfica ácida: xisto
2166;Rocha metamórfica básica
2167;Rocha metamórfica básica: ardósia, filito
2168;Rocha metamórfica básica: xisto (verde)
2169;Rocha metamórfica básica: gnaisse rico em minerais ferro-magnesianos
2170;Rocha metamórfica básica: calcário metamórfico (mármore)
2171;Rocha metamórfica básica: anfibólito
2172;Rocha metamórfica básica: eclogito
2173;Rocha metamórfica ultrabásica
2174;Rocha metamórfica ultrabásica: serpentina, greenstone
2175;Rocha sedimentar
2176;Sedimentos clásticos
2177;Sedimentos clásticos: conglomerados, brechas
2178;Sedimentos clásticos: arenito, grauvaques, arcósio, arenito (arenite)
2179;Sedimentos clásticos: siltito, argilito (mudstone), argilito
2180;Sedimentos clásticos: argilito (shale)
2181;Sedimentos clásticos: ironstone
2182;Orgânica (rocha sedimentar)
2183;Orgânica (rocha sedimentar): calcário, outras rochas carbonáticas
2184;Orgânica (rocha sedimentar): marga e outras misturas
2185;Orgânica (rocha sedimentar): carvões, betume e rochas relacionadas
2186;Evaporitos
2187;Evaporitos: anidrita, gipsita
2188;Evaporitos: halita
2189;Rocha sedimentar (não-consolidada)
2190;Resíduo intemperizado
2191;Resíduo intemperizado: bauxita, laterita
2192;Rocha sedimentar (não-consolidada): fluvial
2193;Rocha sedimentar (não-consolidada): fluvial - areia e cascalho
2194;Rocha sedimentar (não-consolidada): fluvial - argila, silte e greda
2195;Rocha lacustre não-consolidada
2196;Rocha lacustre não-consolidada - areia
2197;Rocha lacustre não-consolidada - silte e argila
2198;Rocha marinha e estuarina não-consolidada
2199;Rocha marinha e estuarina não-consolidada - areia
2200;Rocha marinha e estuarina não-consolidada - argila e silte
2201;Rochas coluviais não-consolidadas
2202;Rochas coluviais não-consolidadas - depósitos de encosta
2203;Rochas coluviais não-consolidadas - lahar
2204;Rocha eólica não-consolidada
2205;Rocha eólica não-consolidada - loess
2206;Rocha eólica não-consolidada - areias
2207;Rocha glacial não-consolidada
2208;Rochas glacial não-consolidadas - depósitos de morena/moraina
2209;Rocha glacial não-consolidada - areias glaciofluviais
2210;Rocha glacial não-consolidada - cascalho glaciofluvial
2211;Rocha criogênica não-consolidada
2212;Rocha criogênica não-consolidada - detritos rochosos periglaciais
2213;Rocha criogênica não-consolidada - materiais periglaciais de solifluxão de rocha
2214;Rocha orgânica não-consolidada
2215;Rocha orgânica não-consolidada - turfeira alimentada pela água da chuva
2216;Rocha orgânica não-consolidada - turfeira alimentada por água subterrânea
2217;Rocha sedimentar antropogênica
2218;Rocha sedimentar antropogênica - materiais naturais redepositados
2219;Rocha sedimentar antropogênica - depósitos industriais/artesanais
2220;Rocha sedimentar (não-consolidada) - não especificado
2221;Rocha sedimentar (não-consolidada) - sedimentos não especificados
2222;Hipergélico
2223;Subgélico
2224;Clima temperado frio - verão seco, quente
2243;Grumos, aglomerados e torrões
2244;Granular
2225;Clima temperado ameno e chuvoso - inverno seco
2226;Rocha não-consolidada: laterita endurecida e materiais ferruginosos
2227;Rocha não-consolidada: laterita macia e materiais ferruginosos
2228;Clima temperado ameno e chuvoso - sem estação seca distinta
2229;Clima temperado ameno e chuvoso - verão seco
2230;Clima temperado frio - invernos úmidos
2231;Clima temperado frio - verão seco
2232;Fraca
2233;Moderada
2234;Forte
2235;Fraca a moderada
2236;Moderada a forte
2237;Areia, indiferenciada
760;Grande (> 20mm)
2240;Várzea (plano) em terreno ondulado a montanhoso
2241;Grossa (> 20mm)
2242;Blocos
2245;Laminar
2246;Prismática
2247;Estrutura da rocha
941;Pisolítico
2252;Franco-argilo-arenosa
2253;Franco-siltosa
2254;Franco-argilo-siItosa
2255;Franco-argilosa
2256;Franca
2257;Silte
2258;Argilo-arenosa
2259;Argilossiltosa
2260;Argila
